creator,creator_profile_url,video_url,video_id,description,duration,views,likes,comments,ROAS,ad_spend,duration_seconds
ntatepl,https://www.tiktok.com/@7423395859297059882,https://www.tiktok.com/@/video/7614446031748533535?_r=1,7614446031748533248,Respuesta a @Yaima 🇨🇺🇺🇸❤️‍🔥 En descuento hoy‼️‼️ #t#tiktokshopcreatorpickst#tiktokshopdealso#ofertadrmelaxin #manchas ,11s,792200,2784,81,4.41,8576.33,11
carewithmi,https://www.tiktok.com/@7147391511473636398,https://www.tiktok.com/@/video/7607998403544370445?_r=1,7607998403544370176,"the spf i always travel with because it works with every other skincare & makeup product i have🤍✨ no white cast, just a beautiful glowy look @Beauty of Joseon #beautyofjoseon #beautyofjoseonsunscreen #kbeauty #koreanskincare #spfmakeup ",7s,840500,5120,21,4.49,4050.91,7
spyguysshop,https://www.tiktok.com/@7368085581442499630,https://www.tiktok.com/@/video/7605381794996718862?_r=1,7605381794996718592,#drdent #whiteteeth #teethwhitening #teethwhiteningstrips #painfreewhitening ,43s,692700,1181,24,4.3,1315.96,43
lala_smiley,https://www.tiktok.com/@1134792,https://www.tiktok.com/@/video/7611933009821895966?_r=1,7611933009821895680,"Wanna keep your hair moisturized , add to cart immediately! #baskandlatherco #healthyhair #healthyhairjourney #spotlightfinds ##hairtransformation @Bask and Lather Co ",31s,1100000,12700,123,4.7,5362.97,31
clarahyee,https://www.tiktok.com/@6789365752672764929,https://www.tiktok.com/@/video/7613663482264685855?_r=1,7613663482264685568,Replying to @Livelylassana so glad you love them!! These are so good for our bodies 🫶🏻 @INERTIA US #organicpads  #femininehygiene #sanitarypads #microplasticfree #tiktokshopcreatorpicks ,77s,136900,676,25,4.48,696.87,77
caceres1029,https://www.tiktok.com/@6904792182370599941,https://www.tiktok.com/@/video/7606817873943645453?_r=1,7606817873943645184,"How I Got 12 Perfumes for $15 @Oudlash  I stacked coupons, TikTok points, and vendor promos to get 3 Yara Lattafa perfume sets for $15 total — that’s $1.25 per bottle. Screenshot proof included. If you missed it, don’t worry… stay ready for the next one. #tiktokshopdeals  #perfumedeals #lattafa #fragrancefinds  #coupons ",77s,514200,6615,143,4.33,4014.88,77
marketwithterri,https://www.tiktok.com/@7395185519961637934,https://www.tiktok.com/@/video/7606719298941308191?_r=1,7606719298941307904,#dimebeauty #7summers #dimeperfume #perfume ,14s,799400,512,22,4.84,3372.59,14
bishuwish,https://www.tiktok.com/@3486939,https://www.tiktok.com/@/video/7613805622856879390?_r=1,7613805622856879104,Cell Fusion C Skin Blemish Balm has been one of the skin tints I grab for during a break out for years now! @cellfusionc.us.store #cellfusion #makeupforacne #blemishbalm #tiktokshopcreatorpicks #perfumetok ,63s,45600,417,20,4.87,204.4,63
silvanitavacan,https://www.tiktok.com/@6766425526556279813,https://www.tiktok.com/@/video/7612015469280726302?_r=1,7612015469280726016,Respuesta a @🇳🇮🌹🔥🕊️Smith 🕊️🔥🌹🇺🇸 Qué número de base eres?? #basecoreana #base #basebiral #tonosdebase @QIANWHITE ,58s,980500,4479,143,4.93,5822.65,58
g1g1222,https://www.tiktok.com/@6860999479601677318,https://www.tiktok.com/@/video/7606523345483353374?_r=1,7606523345483353088,all i ever need forget lip filler  #viral #foryoupage #trend ,7s,754100,16700,66,4.34,8233.06,7
bernice010602,https://www.tiktok.com/@7538237017176917006,https://www.tiktok.com/@/video/7610040699370622222?_r=1,7610040699370621952,It's simply a great deal  #TikTokShop#spotlightfinds#kpop#kpopfyp #tiktok ,18s,5000000,16300,137,4.72,5128.54,18
exithisway,https://www.tiktok.com/@80755493719175168,https://www.tiktok.com/@/video/7611933991121341709?_r=1,7611933991121341440,Replying to @hannah 🏔️🐅✨ @OKAYLOVE for stunning lashes. ##foxylashes##okaylovelashes##lashclusters##mangalashes,50s,862200,36700,42,4.37,1770.12,50
jaxster.com,https://www.tiktok.com/@7217365233937892398,https://www.tiktok.com/@/video/7613899170897792269?_r=1,7613899170897792000,"Advanced Level Chemical Exfoliant. 30% AHA 2% BHA. The Ordinary AHA 30% + BHA 2% Peeling Solution is an advanced-level chemical exfoliant that works by dissolving the ""glue"" that holds dead skin cells together on the surface and inside the pores. It is highly effective for improving skin radiance, refining texture, and clearing pore congestion, but it is formulated only for experienced users of acid exfoliation due to its high acid concentration.  The Ordinary The Ordinary  +2 How the Peeling Solution Works The formula combines two main types of hydroxy acids that target different layers of the skin: Alpha Hydroxy Acids (AHAs) - 30%: A blend of glycolic, lactic, tartaric, and citric acids that exfoliate the skin's topmost surface. By removing these superficial layers, it helps fade sun damage, smooth uneven texture, and reduce the appearance of fine lines. Beta Hydroxy Acid (BHA) - 2%: Specifically salicylic acid, which is oil-soluble. Unlike AHAs, BHAs can penetrate into the pores to dissolve sebum and debris, effectively reducing congestion that leads to blemishes, blackheads, and whiteheads.  Key Supporting Ingredients To balance the high acidity (pH ~3.6), the formula includes soothing and hydrating agents: Tasmanian Pepperberry: A plant-derived extract that helps reduce the irritation and redness often associated with strong acid use. Hyaluronic Acid Crosspolymer: Provides a comfortable skin feel and post-exfoliation hydration. Vitamin B5: Supports skin healing and enhances surface hydration. Black Carrot: Acts as an antioxidant for additional skin protection.  The Ordinary The Ordinary  +2 Effectiveness and Results User reviews and editorial tests consistently rate the product highly, often averaging 4.7 out of 5 stars.  Immediate Impact: Users frequently report ""baby butt smooth"" skin and a notable increase in radiance immediately after the first 10-minute treatment. Texture and Tone: With continued use (ideally once a week), it effectively ""blitzes"" small spots, flattens whiteheads, and refines the appearance of pores. Professional-Grade at Home: It is considered one of the closest at-home alternatives to a professional dermatologist's peel due to its 32% total acid concentration.  Reddit Reddit  +3 Essential Safety Guidelines Because of its potency, this product must be used with extreme caution: Usage Limits: Use only in the evening, no more than twice a week. Time Limit: Never leave it on for longer than 10 minutes. Application: Apply only to thoroughly dry, clean skin. Do not use on broken, sensitive, or peeling skin. Sun Sensitivity: AHAs significantly increase sun sensitivity; daily sunscreen use is mandatory during use and for one week after stopping. Incompatibilities: Do not use in the same routine as other direct acids, retinoids (Vitamin A), or Vitamin C #beauty #skincare #koreanskincare #face #hyperpigmentation ",44s,384100,2511,136,4.35,689.71,44
duhitsjannna,https://www.tiktok.com/@7427154858695164971,https://www.tiktok.com/@/video/7605020596669320462?_r=1,7605020596669320192,I have too many of these 🤭,7s,700000,6045,8,4.18,2962.37,7
estellelebourgeois_,https://www.tiktok.com/@6842777145191941126,https://www.tiktok.com/@/video/7610231957640744222?_r=1,7610231957640743936,my lash routine! half off rn with a free lash curler rn!!🤭 #eyelashroutine #longeyelashes #tartelashduo #mascara #longeyelashroutine ,44s,992700,12300,29,4.41,7517.68,44
charnettebyoga,https://www.tiktok.com/@6827968291312976902,https://www.tiktok.com/@/video/7613902277786537229?_r=1,7613902277786536960,Postpartum fluid retention is real. Nobody told me my lower belly would feel heavy and puffy for months Your lymphatic system doesn’t have a pump. It moves when you move. This is what I’ve been doing to support circulation and gently wake the tissue back up. The exact handheld lymphatic body massager I use is in the orange cart.,31s,733400,5040,87,4.67,6242.29,31
kelscsfaves,https://www.tiktok.com/@7334498907269612587,https://www.tiktok.com/@/video/7611311244972248334?_r=1,7611311244972248064,restock o clockkkk!!! @tarte cosmetics ,80s,838300,2771,61,4.71,10511.02,80
morekarlielessyou,https://www.tiktok.com/@7524778312355349518,https://www.tiktok.com/@/video/7610168664242785549?_r=1,7610168664242785280,"i will never need or want another curling iron again 😩😍 so sleek, HOT, and easy on the hair! grab herrrr 🫶🏽 #t3curlingiron #alabamabarker #bombshellcurls #curlingiron #viralproduct ",61s,46300,254,6,4.61,75.64,61
k2sm1th,https://www.tiktok.com/@6931532184818107397,https://www.tiktok.com/@/video/7605333329654664478?_r=1,7605333329654664192,saved em @BASED #sponsored ,28s,637500,20200,122,4.9,1425.5,28
maferaraujok,https://www.tiktok.com/@6824070154818028549,https://www.tiktok.com/@/video/7609012823028452638?_r=1,7609012823028452352,Esta es la manera correcta de tratar la melasma. Esta es la línea de Ácido Tranexamico de @Dr Melaxin Official #melasma #drmelaxin #koreanskincare #tiktokshopspringglowup #tiktokshopstockup ,102s,866100,2760,126,4.42,7340.12,102
beauty_nails_gabriela,https://www.tiktok.com/@6781561564921463813,https://www.tiktok.com/@/video/7612457825532398861?_r=1,7612457825532398592,Uñas soft gel o gel x 💅🏼 🩷Duran más de 3 semanas  🩷Tips súper resistentes  🩷Aplicación fácil  #foryoupage❤️❤️ #softgelextensions #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #uñas #fyp ,52s,895500,9862,70,4.64,3360.83,52
rosy58615,https://www.tiktok.com/@7333390839597794350,https://www.tiktok.com/@/video/7607889950419242271?_r=1,7607889950419241984,Set de perfume #tiktokshop #yczperfume #perfumeparamujer #womenperfume ,17s,558000,1069,2,4.5,3627.99,17
dsweeney1689,https://www.tiktok.com/@6804529385878766597,https://www.tiktok.com/@/video/7605340217444142350?_r=1,7605340217444142080,@YCZ Fragrance #yczcologne #ycz #menscologne ,40s,682000,9734,45,4.91,2270.49,40
yaneisy_fer,https://www.tiktok.com/@6858014407172604933,https://www.tiktok.com/@/video/7608588511742020878?_r=1,7608588511742020608,Protector solar 4 en 1. #protectorsolar #protectorsolarconcolor #oboskincove ,52s,855600,5324,128,4.36,6901.76,52
jalisasahm,https://www.tiktok.com/@7245341098192700462,https://www.tiktok.com/@/video/7612413861043408159?_r=1,7612413861043407872,Cover your skin imperfections with this Westmore beauty body coverage! #westmorebeauty #airbrushedskin #stretchmarks #flawlessskin ,53s,797700,4245,136,4.72,12241.01,53
mei.du.shop,https://www.tiktok.com/@7387718078879548458,https://www.tiktok.com/@/video/7605540411578256653?_r=1,7605540411578256384,#meidu #hairdyeshampoo ,15s,497800,906,17,4.64,3433.76,15
biohacking.babe,https://www.tiktok.com/@7163424679629407274,https://www.tiktok.com/@/video/7610564730180128030?_r=1,7610564730180127744,"Just Ingredients Xylitol Mineralizing Mouthwash oral care rinse with xylitol for fresh breath, enamel-focused mineral support, and sensitive teeth friendly daily use for crunchy moms Affiliate link — I may earn a commission. Just Ingredients Mineralizing Mouthwash is a xylitol-based oral care rinse designed for clean, low-toxin routines, supporting a balanced mouth environment and enamel-conscious care for crunchy moms on a postpartum or pregnancy journey prioritizing gentle, mineral-supportive oral hygiene.  This is not medical advice. Results may vary. #TikTokShopCreatorPicks #sensitiveteeth #TikTokShopStockUp #crunchymom #pregnancytiktok ",108s,60300,526,12,4.55,469.92,108
saludybellezaa,https://www.tiktok.com/@7289584904928691242,https://www.tiktok.com/@/video/7612834746929777950?_r=1,7612834746929777664,#ceboderes #skincare #beeftallow #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #men ,33s,842900,1540,72,4.49,2817.75,33
jayzati,https://www.tiktok.com/@6777389803953554437,https://www.tiktok.com/@/video/7608477475693202718?_r=1,7608477475693202432,,7s,514300,6989,32,4.57,1243.35,7
thainadoitbest,https://www.tiktok.com/@6758031462887851013,https://www.tiktok.com/@/video/7604958272700960013?_r=1,7604958272700959744,I absolutely love them #lashclusters #lashclusterstutorial #keyyoulashes #lashes ,33s,395400,7239,10,4.39,772.0,33
_serahmichelle,https://www.tiktok.com/@6832482000264446981,https://www.tiktok.com/@/video/7610506912676744478?_r=1,7610506912676744192,Replying to @✨April✨🎀 How to use the Medicube Toner pads! With ✨visuals✨ @medicube global  Red = breakouts / hormonal acne Blue = texture / large pores  Yellow = dark spots / post acne marks #medicube #tonerpad #tiktokshopstockup #medicubetonerpad #koreanskincare ,18s,321900,533,10,4.24,3037.31,18
cour10y_2.0,https://www.tiktok.com/@7369944255295865898,https://www.tiktok.com/@/video/7605060103909166366?_r=1,7605060103909166080,My skin was SO angry @Peach Slices #peachslices #breakoutbanisher #acne #bodyacne #bodywash ,41s,1700000,11100,29,4.63,719.72,41
byhannahry,https://www.tiktok.com/@7043587055701623854,https://www.tiktok.com/@/video/7606130957950717215?_r=1,7606130957950716928,The flakes are just not giving. I finally got sick of my dandruff not being cute and figure out how to stop my scalp from being itchy and flaky! #flakyscalp #itchyscalp #dandruff #dandruffremoval #dandruffsolution ,104s,949900,2153,18,4.61,2717.7,104
sammycakes2020,https://www.tiktok.com/@6574085939651608582,https://www.tiktok.com/@/video/7609747012010970399?_r=1,7609747012010970112,Holy powder foundation #powderfoundation #foundationreview #tartecosmetics ,60s,691000,1336,48,4.31,8731.98,60
monica_leanne,https://www.tiktok.com/@6758210790895535110,https://www.tiktok.com/@/video/7607127976009878814?_r=1,7607127976009878528,Tonsil stones can ruin a date or good night kiss! Make sure you don’t have any lingering around! #TikTokShopCreatorPicks #tiktokmademebuyit #tonsilstones #badbreath #oralcare ,46s,13400000,49500,659,4.63,8684.52,46
mary.thefavored,https://www.tiktok.com/@7327835008147932203,https://www.tiktok.com/@/video/7606397324184554783?_r=1,7606397324184554496,Replying to @Kay Lux🧚🏾  #teethwhitening @CEELIKE Global ,33s,860500,3485,99,3.84,675.98,33
atlvibes,https://www.tiktok.com/@6784254530495841286,https://www.tiktok.com/@/video/7608448453772922143?_r=1,7608448453772921856,Great deal today only! #tiktokshopcreatorpicks ,10s,701100,726,36,4.52,6332.49,10
nade.fit,https://www.tiktok.com/@6786278008866276358,https://www.tiktok.com/@/video/7612272988200717582?_r=1,7612272988200717312,Respuesta a @J  . . . #base #makeup #tiktokshopspringglowup  #tiktokshopstockup  #tiktokshopcreatorpicks ,79s,826400,4272,87,4.75,3079.49,79
waxingfairy,https://www.tiktok.com/@7433835787233690670,https://www.tiktok.com/@/video/7611688480510397726?_r=1,7611688480510397440,my first time using a hard wax roller on my underarms 🤯 #waxing #hardwaxroller #hairremoval #waxingathome #hardwax ,24s,397300,1679,19,4.87,881.89,24
k2sm1th,https://www.tiktok.com/@6931532184818107397,https://www.tiktok.com/@/video/7609421911012969758?_r=1,7609421911012969472,nice,10s,1400000,10300,64,4.78,6624.67,10
sundaepicks,https://www.tiktok.com/@7156069312320521262,https://www.tiktok.com/@/video/7612490191676116237?_r=1,7612490191676115968,Say bye bye to acne scars.. #tintedsunscreen #beautyofjoseonsunscreen #skincare #acnetreatment #acne ,10s,509800,3720,88,4.88,1067.05,10
jeselleleigh,https://www.tiktok.com/@6755236490030400518,https://www.tiktok.com/@/video/7611211297409076494?_r=1,7611211297409076224,NEW cool-toned lip stayns from Sacheu Beauty!💕 We needed these!! Can’t get over how pretty these are❄️ @SACHEU Beauty US #SacheuBeauty #Sacheu #LipStain #LipStayn #tiktokshopcreatorpicks ,39s,287300,808,18,4.51,912.84,39
herbestdeals,https://www.tiktok.com/@7369769944671831082,https://www.tiktok.com/@/video/7605247305922481438?_r=1,7605247305922481152,Don’t get scammed buying these viral teeth whitening strips!  #drdent  #whiteningstrips  #teethwhitening  #tiktokshopdeals #scam ,17s,636800,3141,33,4.62,2214.0,17
thereal_netta_,https://www.tiktok.com/@6799428305801446402,https://www.tiktok.com/@/video/7610502455494724878?_r=1,7610502455494724608,This isn’t going Viral for Nothing 🥰 #Carslan #blottingsheets #oilyface #therealnettatiktokshop #makeuphack ,44s,8800000,145500,1526,4.56,16381.8,44
kenfluenced88,https://www.tiktok.com/@7525551652285137933,https://www.tiktok.com/@/video/7611567234649001230?_r=1,7611567234649000960,Long lasting scent! #gourmandperfume #gourmandfragrance #brazilianperfume #perfumetok #perfumereview ,54s,4000000,18100,316,4.58,19354.05,54
itsabbyak,https://www.tiktok.com/@6768607554585396229,https://www.tiktok.com/@/video/7606500579480718605?_r=1,7606500579480718336,@Dr Melaxin Official #drmelaxin #neckmask #turkeyneck #zempicneck #koreanskincareproducts ,37s,1100000,3911,65,4.34,3014.87,37
